JCR:UUID,PATH,TYPE,JCR:CONTENT/METADATA/DC:FORMAT,TITLE,EXPIRES,JCR:CONTENT/METADATA/XMP:RHCC-FILE-LAST-MODIFIED,,JCR:CONTENT/METADATA/DC:LANGUAGE,JCR:CONTENT/METADATA/XMP:RHCC-ASSET-URL,JCR:CONTENT/METADATA/XMP:RHCC-AUDIENCE,JCR:CONTENT/METADATA/DAM:STATUS,JCR:CONTENT/METADATA/DC:DESCRIPTION,JCR:CONTENT/METADATA/XMP:RHCC-AUTHOR,JCR:CONTENT/METADATA/XMP:RHCC-BUSINESS-CHALLENGE,JCR:CONTENT/METADATA/XMP:RHCC-COMPETITOR,JCR:CONTENT/METADATA/XMP:RHCC-CONTENT-TYPE,JCR:CONTENT/METADATA/XMP:RHCC-DISTRIBUTION-TERMS,JCR:CONTENT/METADATA/XMP:RHCC-INDUSTRY,JCR:CONTENT/METADATA/XMP:RHCC-PRODUCT,JCR:CONTENT/METADATA/XMP:RHCC-PRODUCT-COMPONENT,JCR:CONTENT/METADATA/XMP:RHCC-PRODUCT-LINE,JCR:CONTENT/METADATA/XMP:RHCC-REGION,JCR:CONTENT/METADATA/XMP:RHCC-SALES-STAGE,JCR:CONTENT/METADATA/XMP:RHCC-SOURCE-URL,JCR:CONTENT/METADATA/XMP:RHCC-TOPICS,JCR:CONTENT/METADATA/XMP:RHCC-TRAINING-AND-CERTIFICATION,JCR:CONTENT/METADATA/XMP:RHCC-PARTNERS,JCR:CONTENT/METADATA/XMP:RHCC-PERSONA,JCR:CONTENT/METADATA/XMP:RHCC-ROLES,JCR:CONTENT/METADATA/XMP:RHCC-SALES-PLAY
27126828-ac43-4a06-b80a-4e2e4c073dd0,/content/dam/rhcc/pnt/sales/sales-plays/ansible-community-to-enterprise/Revised Pricing Cheatsheet Ansible C2E Program.pdf,PDF,application/pdf,Pricing Cheatsheet : Ansible C2E Program,2025-03-12T01:00:00.000+01:00,2023-09-12T12:56:21.711Z,,en,,rhcc-audience:internal,available,This is the updated and current version of the Ansible C2E Program Pricing Cheatsheet. This cheat sheet helps you understand the Ansible Community to Enterprise promotion and how you can successfully offer it to qualifying prospects.,Avnish Bangar,,,rhcc-content-type:cheatsheet,confidential - red hat only,,rhcc-product:red-hat-ansible-automation-platform,,rhcc-product-line:management,,,,rhcc-topics:automation-management;rhcc-topics:community-to-enterprise,,,,,rhcc-sales-play:ansible-community-to-enterprise
20de7275-ddf9-48e2-9d05-dbb96ae38e8d,/content/dam/rhcc/pnt/sales/sales-plays/ansible-community-to-enterprise/5G RAN with NPSS Sales Play.pdf,PDF,application/pdf,5G RAN with NPSS Sales Play,2025-04-04T02:00:00.000+02:00,2023-10-04T15:13:10.945Z,,en,,rhcc-audience:internal,available,"This is a TME sales play that will help customer facing sellers initiate conversations with their customers on how Red Hat provides the leading solution for enabling an open 5G RAN, supporting deployments of key components across the entire landscape along with the comprehensive Network Platform Sustaining Subscriptions (NPSS) solution.",Kalyn Harrison ,,,rhcc-content-type:enablement/sales-play,confidential - red hat only,rhcc-industry:media-entertainment;rhcc-industry:telecommunications,rhcc-product:red-hat-ansible-automation-platform,,rhcc-product-line:management,,,,rhcc-topics:automation-management,,,,,rhcc-sales-play:automate-the-enterprise;rhcc-sales-play:ansible-community-to-enterprise
15ad1d12-ca8c-4289-ab50-f212be17c115,/content/dam/rhcc/pnt/sales/sales-plays/ansible-community-to-enterprise/5G Core Sales Play.pdf,PDF,application/pdf,5G Core Sales Play,2025-04-04T02:00:00.000+02:00,2023-10-04T15:13:10.682Z,,en,,rhcc-audience:internal,available,"This TME Sales play is to help customer facing sellers initiate conversations with their customers on how to build an Open Horizontal Telco Cloud platform host the 5G Core network. Delivered using the Network Provider Sustaining Subscription enables the telecommunications provider to take advantage of a complete solution including subscriptions, services and enhanced support that is needed for critical infrastructure.",Kalyn Harrison ,,,rhcc-content-type:enablement/sales-play,confidential - red hat only,rhcc-industry:media-entertainment;rhcc-industry:telecommunications,rhcc-product:red-hat-ansible-automation-platform,,rhcc-product-line:management,,,,rhcc-topics:automation-management,,,,,rhcc-sales-play:automate-the-enterprise
cdeb8798-4c51-43db-8231-2fd1e7f0628a,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/centos-to-rhel-email-sequence-and-call-script.pdf,PDF,application/pdf,Email sequence - CentOS to RHEL,2025-06-17T20:00:00.000-04:00,2023-12-18T20:33:14.956Z,,en,,rhcc-audience:internal,available,"Call scripts and email sequences to start conversations with customers and prospects about moving from CentOS to RHEL. Note that the email sequence has been loaded into outreach.io, and the link to such is provided in the document.",Luis I. Cortes,,,rhcc-content-type:email,confidential - red hat only,,rhcc-product:red-hat-enterprise-linux,,rhcc-product-line:linux-platforms,,rhcc-sales-stage:1-discover,https://docs.google.com/document/d/1vSGHQ5pCeygWtq3c3_UESWJIrGIGdN5I3wrooUtU7EQ/edit?usp=drive_link,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
408dcea0-58b0-40bb-932e-b0ee28d00526,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS to RHEL - Discovery and Qualification Guide - 1 pager.pdf,PDF,application/pdf,Discovery and qualification guide - 1 pager - CentOS to RHEL,2025-02-13T19:00:00.000-05:00,2023-08-14T18:08:12.922Z,,en,,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal-techportal,available,"This one pager will help you initiate conversations, discover and qualify opportunities for a CentOS Linux to Red Hat
Enterprise Linux migration.",Luis I. Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:sales-guide,confidential - channel nda required,,rhcc-product:red-hat-enterprise-linux,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:1-discover,,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
66c3ec77-f892-4d59-a9e5-8570eca18897,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS to RHEL Discovery and Qualification Guide.pdf,PDF,application/pdf,Discovery and qualification guide - CentOS to RHEL,2025-02-13T19:00:00.000-05:00,2023-08-14T18:11:51.807Z,,en,,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal-techportal,available,This guide will help you initiate conversations to discover and qualify opportunities for CentOS Linux to Red Hat Enterprise Linux migrations. ,Luis I. Cortes ,rhcc-business-challenge:linux-standardization,,rhcc-content-type:sales-guide,confidential - channel nda required,,,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:1-discover,,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
80ff3bca-eda2-4f30-ab55-14ca20ba6df8,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS to RHEL - Two Pager.pdf,PDF,application/pdf,CentOS to RHEL - Two Pager,2025-06-17T20:00:00.000-04:00,2023-12-18T20:26:05.885Z,,en,https://docs.google.com/document/d/1v_1ADNi8wG6eSBPXKIdKjQ6SH7MLrU-dKm8ygrlgYt0/edit?usp=drive_link,rhcc-audience:internal;rhcc-audience:all-partners,available,"Provides a concise overview of the opportunity, key messages, actions, and questions to initiate customer conversations around the CentOS Linux to Red Hat Enterprise Linux migration.

",Luis I. Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:cheatsheet,confidential - channel nda required,,rhcc-product:red-hat-enterprise-linux,rhcc-product-component:centos,rhcc-product-line:linux-platforms,,rhcc-sales-stage:1-discover;rhcc-sales-stage:2-validate;rhcc-sales-stage:3-propose;rhcc-sales-stage:4-negotiate,https://docs.google.com/document/d/1v_1ADNi8wG6eSBPXKIdKjQ6SH7MLrU-dKm8ygrlgYt0/edit?usp=drive_link,rhcc-topics:linux;rhcc-topics:migration,,,rhcc-persona:developer;rhcc-persona:it-operations-leader;rhcc-persona:system-administrator,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
dd9e385e-7cc6-48de-8709-6b0d92b26c74,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS to RHEL Objection handling guide.pdf,PDF,application/pdf,Objection handling guide - CentOS to RHEL,2025-09-11T00:00:00.000Z,2024-03-11T17:43:20.873Z,,en,,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal,available,Use this document to help you manage objections as you discuss migrations from CentOS Linux to  Red Hat Enterprise Linux with your customers.,Luis I. Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:sales-conversation-guide,confidential - channel nda required,,,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:1-discover;rhcc-sales-stage:2-validate;rhcc-sales-stage:3-propose;rhcc-sales-stage:4-negotiate;rhcc-sales-stage:5-close,,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
8f277954-492b-4627-8fe8-afb93976eeb9,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS to RHEL Objection handling - Top objections.pdf,PDF,application/pdf,Objection handling guide - CentOS to RHEL,2025-09-04T20:00:00.000-04:00,2024-03-05T15:49:38.069Z,,en,,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal,available,"Use this document to help you manage the top objections as you discuss migrations from CentOS Linux to  Red Hat Enterprise Linux with your customers.

",Luis I. Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:sales-conversation-guide,confidential - channel nda required,,,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:1-discover;rhcc-sales-stage:2-validate;rhcc-sales-stage:3-propose;rhcc-sales-stage:4-negotiate;rhcc-sales-stage:5-close,,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
40c202e7-e9b0-4637-a686-1daa3a6aaa23,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS Linux to RHEL Meeting Strategy Guide.pdf,PDF,application/pdf,CentOS Linux to RHEL Meeting Strategy Guide,2026-02-17T19:00:00.000-05:00,2024-03-05T17:10:32.013Z,,en,https://docs.google.com/document/d/1Odz2brVUKp6J9K6qOWCwoELBShaxOHidmyEmdpMAvoI/edit,rhcc-audience:internal,available,"Helps the field and partners to prepare customer-facing meetings so they can have effective conversations with a solid
strategy made up of logical steps, insightful questions, and customer scenarios with suggested next steps.",Luis I. Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:sales-guide,confidential - red hat only,,rhcc-product:red-hat-enterprise-linux,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:1-discover;rhcc-sales-stage:2-validate;rhcc-sales-stage:3-propose;rhcc-sales-stage:4-negotiate;rhcc-sales-stage:5-close,https://docs.google.com/document/d/1Odz2brVUKp6J9K6qOWCwoELBShaxOHidmyEmdpMAvoI/edit,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
15e3c007-a7da-461f-a653-474b7ef01d9e,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/RHEL Migration from CentOS_Unpaid Alternatives - ROI Calculator - Google Sheets.pdf,PDF,application/pdf,RHEL Migration from CentOS_Unpaid Alternatives - ROI Calculator - Google Sheets,2024-06-30T23:23:00.000+02:00,2023-08-28T21:21:27.812Z,,en,https://docs.google.com/spreadsheets/d/1EgUocjhJdOLx4j7ps16SQJCRGqB4BhOJVargAqQQWuI/edit#gid=1502172266,rhcc-audience:internal,available,This ROI Calculator will help your customer understand the value of a CentOS Linux to RHEL migration,Luis I. Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:tco-roi-calculator,confidential - red hat only,,rhcc-product:red-hat-enterprise-linux,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:3-propose;rhcc-sales-stage:4-negotiate,https://docs.google.com/spreadsheets/d/1EgUocjhJdOLx4j7ps16SQJCRGqB4BhOJVargAqQQWuI/edit#gid=1502172266,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
edc0a054-69ac-4954-abba-9650b1168d18,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CENTOS PES Scores.pdf,PDF,application/pdf,CENTOS PES Scores,2025-04-09T14:21:00.000-04:00,2023-10-09T18:20:49.565Z,,en,https://docs.google.com/spreadsheets/d/1sCR3mgJKj3k0valUl9XJ0DgKePC_zMgP_BkLFH8CII4/edit#gid=865812062,rhcc-audience:internal,available,See in these spreadsheets the PES score and probability that the customer is running CentOS on a Hyperscaler. ,Luis I Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:other,confidential - red hat only,,rhcc-product:red-hat-enterprise-linux,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:1-discover,https://docs.google.com/spreadsheets/d/1sCR3mgJKj3k0valUl9XJ0DgKePC_zMgP_BkLFH8CII4/edit#gid=865812062,rhcc-topics:linux,,,,rhcc-roles:ssp;rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager,rhcc-sales-play:centos-to-rhel
e82b0528-0af4-42ca-b183-131d92b33a98,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/RH Hyperscaler CentOS Footprints.pdf,PDF,application/pdf,RH Hyper CentOS Footprints,2025-04-09T14:27:00.000-04:00,2023-10-09T18:25:34.521Z,,en,https://docs.google.com/spreadsheets/d/10ja8vvnBRPvDnl_MM5DFazmxszZ63YrhyGiSDHKFR5A/edit#gid=0,rhcc-audience:internal,available,Support to identify probability that the customer is running CentOS on the Hyperscalers.,Luis I Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:other,confidential - red hat only,,rhcc-product:red-hat-enterprise-linux,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:1-discover,https://docs.google.com/spreadsheets/d/10ja8vvnBRPvDnl_MM5DFazmxszZ63YrhyGiSDHKFR5A/edit#gid=0,,,,,rhcc-roles:ssp;rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager,rhcc-sales-play:centos-to-rhel
f3f53537-fc0d-4e59-8a87-0b5e0af01700,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS_RHEL for Third Party FAQ for partners.pdf,PDF,application/pdf,CentOS_RHEL for Third Party FAQ for partners,2025-08-12T20:00:00.000-04:00,2024-02-13T17:09:15.763Z,,en,,rhcc-audience:internal;rhcc-audience:techportal;rhcc-audience:all-partners,available,This document is intended to answer common questions and help guide conversations with partners and their customers for CentOS Linux and RHEL for Third Party Linux Migrations.,Melissa Lautzenhiser ,rhcc-business-challenge:linux-standardization,,rhcc-content-type:faq,confidential - nda required,,rhcc-product:red-hat-enterprise-linux,rhcc-product-component:centos,rhcc-product-line:linux-platforms,,,https://docs.google.com/document/d/1sWMfrxMg57j4JS-UfOuy8HrKzx-Nncl9BZift0z14WU/edit,rhcc-topics:linux,,,,,rhcc-sales-play:centos-to-rhel
87d183f0-8162-49b3-8941-419357603aa2,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS to RHEL Email Sequence and Call script-partner.pdf,PDF,application/pdf,CentOS to RHEL Email Sequence and Call script-partner,2025-09-06T20:00:00.000-04:00,2024-03-07T16:56:35.937Z,,en,https://docs.google.com/document/d/1yZETBVjlnZjfKYSyxtxNPuIBIZc2RpeC73jfUR4zhmA/edit?usp=drive_link,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal,available,"Call scripts and email sequences to start conversations with customers and prospects about moving from CentOS to RHEL. Note that the email sequence has been loaded into outreach.io, and the link to such is provided in the document.",Luis I. Cortes,,,rhcc-content-type:email,confidential - channel nda required,,rhcc-product:red-hat-enterprise-linux,,rhcc-product-line:linux-platforms,,rhcc-sales-stage:1-discover,https://docs.google.com/document/d/1yZETBVjlnZjfKYSyxtxNPuIBIZc2RpeC73jfUR4zhmA/edit?usp=drive_link,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:centos-to-rhel
032e2cd0-8152-425e-aaf3-f5df3449bfbf,/content/dam/rhcc/pnt/sales/sales-plays/centos-to-rhel/CentOS Linux to RHEL Meeting Strategy Guide - partners.pdf,PDF,application/pdf,CentOS Linux to RHEL Meeting Strategy Guide - partners,2025-09-06T20:00:00.000-04:00,2024-03-07T16:56:39.017Z,,en,https://docs.google.com/document/d/1QQm_zKZ4wQMOkAVhFq2ziY0N5DkRVRh077HyhqNW31M/edit?usp=drive_link,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal,available,"Helps the field and partners to prepare customer-facing meetings so they can have effective conversations with a solid
strategy made up of logical steps, insightful questions, and customer scenarios with suggested next steps.",Luis I. Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:sales-guide,confidential - channel nda required,,rhcc-product:red-hat-enterprise-linux,rhcc-product-component:centos,rhcc-product-line:linux-platforms,rhcc-region:global,rhcc-sales-stage:1-discover;rhcc-sales-stage:2-validate;rhcc-sales-stage:3-propose;rhcc-sales-stage:4-negotiate;rhcc-sales-stage:5-close,https://docs.google.com/document/d/1QQm_zKZ4wQMOkAVhFq2ziY0N5DkRVRh077HyhqNW31M/edit?usp=drive_link,rhcc-topics:linux,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:ssp;rhcc-roles:sales-manager,rhcc-sales-play:centos-to-rhel
1dc60a5b-1b6b-4e53-adec-c4d7435a7b6a,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/Ansible Event Drive Automation Cheat Sheet.pdf,PDF,application/pdf,Ansible Event Driven Automation Cheatsheet,2025-02-10T19:00:00.000-05:00,2023-08-11T16:44:39.088Z,,en,,rhcc-audience:internal,available,This cheat sheet is provided to help Sales talk to their customers around the topic of  Event Driven Automation that can help them sell Ansible Automation Platform.,Avnish Bangar,,,rhcc-content-type:cheatsheet,confidential - red hat only,,rhcc-product:red-hat-ansible-automation-platform,rhcc-product-component:automation;rhcc-product-component:cloud-automation;rhcc-product-component:event-driven-architecture;rhcc-product-component:management;rhcc-product-component:network-automation;rhcc-product-component:security-automation,rhcc-product-line:management,,,,,,,,,rhcc-sales-play:automate-the-enterprise
ca98f8d7-3059-4666-b329-84bab102a484,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/Ansible Network Automation Cheatsheet.pdf,PDF,application/pdf, Network & Edge Automation Cheatsheet,2025-09-17T20:00:00.000-04:00,2024-03-18T22:09:04.741Z,,en,,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal,available,This cheatsheet helps sales talk to their customers about the topic of network automation and extending it to the edge and can support you to sell Red Hat Ansible Automation Platform (AAP),Avnish Bangar,,,rhcc-content-type:cheatsheet,confidential - channel nda required,,rhcc-product:red-hat-ansible-automation-platform,,,,,,rhcc-topics:automation-management,,,,,rhcc-sales-play:automate-the-enterprise
0d611047-4c29-4492-975f-02e591f737c2,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/Ansible Sales Play Key Objections .pdf,PDF,application/pdf,Ansible Sales Play Key Objections ,2025-06-05T20:00:00.000-04:00,2023-12-06T15:06:18.524Z,,en,,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal,available,Use this document to help you answer customer's key objections as you discuss Ansible Automation Platform as a viable solution for your customer’s enterprise automation needs. These responses follow the consultative approach to selling. ,Avnish Bangar,,,rhcc-content-type:sales-conversation-guide,confidential - channel nda required,,rhcc-product:red-hat-ansible-automation-platform;rhcc-product:red-hat-ansible-automation-platform-on-microsoft-azure;rhcc-product:red-hat-ansible-automation-platform-via-aws;rhcc-product:red-hat-ansible-automation-platform-via-google-cloud-;rhcc-product:red-hat-ansible-lightspeed,,rhcc-product-line:management,,,,rhcc-topics:automation-management;rhcc-topics:community-to-enterprise,,,,,rhcc-sales-play:automate-the-enterprise
c49c288e-bec0-410e-bce0-419121fcdbbf,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/Ansible Sales Play Objection Handling guide .pdf,PDF,application/pdf,Ansible Sales Play Objection Handling guide ,2025-06-05T20:00:00.000-04:00,2023-12-06T14:58:39.560Z,,en,,rhcc-audience:internal;rhcc-audience:all-partners;rhcc-audience:techportal,available,Use this document to help you manage objections as you discuss Ansible Automation Platform as a viable solution for your customer’s enterprise automation needs,Avnish Bangar,,,rhcc-content-type:sales-conversation-guide,confidential - channel nda required,,rhcc-product:red-hat-ansible-automation-platform;rhcc-product:red-hat-ansible-automation-platform-on-microsoft-azure;rhcc-product:red-hat-ansible-automation-platform-via-aws;rhcc-product:red-hat-ansible-automation-platform-via-google-cloud-;rhcc-product:red-hat-ansible-lightspeed,,rhcc-product-line:management,,,,,,,,,rhcc-sales-play:automate-the-enterprise
04bf4cc8-6da0-4952-9e88-0bd6cd2ede15,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/Ansible Upsell Cheat Sheet.pdf,PDF,application/pdf,Cheatsheet - Ansible Upsell,2025-01-13T19:00:00.000-05:00,2023-07-14T19:12:24.121Z,,en,,rhcc-audience:internal,available,This cheat sheet is provided to help you talk to your existing customers to expand their use of Ansible Automation Platform.,Avnish Bangar,,,rhcc-content-type:cheatsheet,confidential - red hat only,,rhcc-product:red-hat-ansible-automation-platform,,rhcc-product-line:management,,,,rhcc-topics:automation-management,,,,,rhcc-sales-play:automate-the-enterprise
d0afcef2-c873-4fb3-b158-44b5d7362548,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/Automate the Enterprise Discovery and Qualification guide for Partners.pdf,PDF,application/pdf,Ansible- Automate the Enterprise D&Q guide for Partners,2025-02-15T19:00:00.000-05:00,2023-08-16T16:10:58.532Z,,en,,rhcc-audience:all-partners;rhcc-audience:internal;rhcc-audience:techportal,available,"This guide will help you to discover and qualify opportunities around having a strategic conversation on automating the enterprise using Ansible. When the following questions are  properly answered, the opportunity is ready to move to the next stage in the pipeline.
",Avnish Bangar,,,rhcc-content-type:sales-guide,confidential - channel nda required,,rhcc-product:red-hat-ansible-automation-platform,,rhcc-product-line:management,,,,,,,,,rhcc-sales-play:automate-the-enterprise
f640b6e3-45da-47b4-8d87-6846c29b00b4,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/E2E automation and ZTP TME Sales Play.pdf,PDF,application/pdf,E2E automation and ZTP TME Sales Play,2025-04-03T00:00:00.000Z,2023-10-03T21:35:38.900Z,,en,,rhcc-audience:internal,available,"This is a TME Sales Play Slide deck that is targeted at customer facing sales professionals who can uses it to help with a client conversation.  
They contain the collateral needed to engage in a 101 or 201 level conversation along with links to people and other information that can help.",Kalyn Harrison ,,,rhcc-content-type:enablement/sales-play,confidential - red hat only,rhcc-industry:media-entertainment;rhcc-industry:telecommunications,rhcc-product:red-hat-ansible-automation-platform,,rhcc-product-line:management,,,https://docs.google.com/presentation/d/1bcJchwi_eJW9tHvxksTYgLuyCc3Ow4gbYjyWGQlku4c/edit#slide=id.gf98062c7be_0_0,rhcc-topics:ai-ml;rhcc-topics:automation-management;rhcc-topics:edge-computing,,,,,rhcc-sales-play:automate-the-enterprise
8ec7b0fd-29b4-4b8b-ad5f-b51c7043e954,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/Value Message Framework - Ansible Sales Play.pdf,PDF,application/pdf,Value Message Framework - Ansible Sales Play,2025-06-07T02:00:00.000+02:00,2023-12-07T15:53:30.539Z,,en,,rhcc-audience:all-partners;rhcc-audience:internal;rhcc-audience:techportal,available,"Read this card to help inform on business value conversations, on how Ansible Automation Platform  increases productivity and efficiency through automation",Parag Pathak,,,rhcc-content-type:sales-conversation-guide,confidential - channel nda required,,rhcc-product:red-hat-ansible-automation-platform;rhcc-product:red-hat-ansible-automation-platform-on-microsoft-azure;rhcc-product:red-hat-ansible-automation-platform-via-aws;rhcc-product:red-hat-ansible-automation-platform-via-google-cloud-;rhcc-product:red-hat-ansible-lightspeed,,rhcc-product-line:management,,,,rhcc-topics:automation-management;rhcc-topics:community-to-enterprise,,,,,rhcc-sales-play:automate-the-enterprise
43ac1405-6823-4089-9a76-b6a0db3397da,/content/dam/rhcc/pnt/sales/sales-plays/automate-the-enterprise/ansible-ate-email-sequence-and-call-script.pdf,PDF,application/pdf,Ansible- ATE Email Sequence and Call Script,2025-01-07T01:00:00.000+01:00,2023-07-06T21:12:57.573Z,,en,,rhcc-audience:internal,available,Use the outreach sequence in this document to establish contact with a prospect on the Automate the Enterprise topic. Prospecting lan covers 30 days of activities.,Avnish Bangar,,,rhcc-content-type:sales-conversation-guide,confidential - red hat only,,rhcc-product:red-hat-ansible-automation-platform,,rhcc-product-line:management,,rhcc-sales-stage:1-discover,https://docs.google.com/document/d/1LLSu84WyK3rGkLI2nlGHqKI3DOAxn1tb2ca1y8FbjjA/edit,,,,,rhcc-roles:account-executive-commercial;rhcc-roles:account-executive-enterprise;rhcc-roles:sales-manager;rhcc-roles:ssp,rhcc-sales-play:automate-the-enterprise
be97be32-a3e0-4bec-bf66-77d047ca7275,/content/dam/rhcc/pnt/sales/sales-plays/standardize-on-linux/CY24 Campaign Template - Infrastructure Campaign Kit.pdf,PDF,application/pdf,CY24 Campaign Template - Infrastructure Campaign Kit,2025-06-07T20:00:00.000-04:00,2023-12-08T20:28:00.664Z,,en,https://docs.google.com/presentation/d/1CAgJ5w7D8H76qO6YcsVAk6xFTJQAOWGaD7XbvyreORU,rhcc-audience:internal,available,CY24 Campaign Template - Infrastructure Campaign Kit,Luis I. Cortes,rhcc-business-challenge:linux-standardization,,rhcc-content-type:campaign-guide,confidential - nda required,,rhcc-product:red-hat-enterprise-linux,,rhcc-product-line:linux-platforms,,,https://docs.google.com/presentation/d/1CAgJ5w7D8H76qO6YcsVAk6xFTJQAOWGaD7XbvyreORU,,,,,,
